0,字,한글,隋語拼音,聲母,開合,等呼,韻母,聲調
15160,𧳙,,sì,心,開,三,脂A,去
15161,㣈,,sì,心,開,三,脂A,去
15162,駟,사,sì,心,開,三,脂A,去
15163,𦞤,,sì,心,開,三,脂A,去
15164,蕼,,sì,心,開,三,脂A,去
15165,肂,,sì,心,開,三,脂A,去
15166,器,기,khrì,溪,開,三,脂B,去
15167,季,계,kỳi,見,合,三,脂A,去
15168,瞡,,kỳi,見,合,三,脂A,去
15169,鼻,비,bì,並,開,三,脂A,去
15170,比,비,bì,並,開,三,脂A,去
15171,枇,비,bì,並,開,三,脂A,去
15172,𤹝,,bì,並,開,三,脂A,去
15173,坒,,bì,並,開,三,脂A,去
15174,襣,,bì,並,開,三,脂A,去
15175,䃾,,bì,並,開,三,脂A,去
15176,䫁,,bì,並,開,三,脂A,去
15177,䑄,,bì,並,開,三,脂A,去
15178,芘,비,bì,並,開,三,脂A,去
15179,䁤,,qhỳi,曉,合,三,脂A,去
15180,婎,,qhỳi,曉,合,三,脂A,去
15181,睢,수,qhỳi,曉,合,三,脂A,去
15182,痹,비,pì,幫,開,三,脂A,去
15183,畀,비,pì,幫,開,三,脂A,去
15184,庇,비,pì,幫,開,三,脂A,去
15185,𦸣,,pì,幫,開,三,脂A,去
15186,䃾,,pì,幫,開,三,脂A,去
15187,比,비,pì,幫,開,三,脂A,去
15188,萃,췌,dzỳi,從,合,三,脂A,去
15189,顇,취,dzỳi,從,合,三,脂A,去
15190,悴,췌,dzỳi,從,合,三,脂A,去
15191,㱖,,dzỳi,從,合,三,脂A,去
15192,䆊,,dzỳi,從,合,三,脂A,去
15193,瘁,취,dzỳi,從,合,三,脂A,去
15194,地,지,dî,定,開,三,脂A,去
15195,墬,,dî,定,開,三,脂A,去
15196,齂,,qhrì,曉,開,三,脂B,去
15197,㕧,,qhrì,曉,開,三,脂B,去
15198,屓,,qhrì,曉,開,三,脂B,去
15199,呬,히,qhrì,曉,開,三,脂B,去
15200,𤡬,,qhrì,曉,開,三,脂B,去
15201,䨳,,qhrì,曉,開,三,脂B,去
15202,肄,이,jì,以,開,三,脂A,去
15203,殔,,jì,以,開,三,脂A,去
15204,㡼,,jì,以,開,三,脂A,去
15205,貤,,jì,以,開,三,脂A,去
15206,勩,예,jì,以,開,三,脂A,去
15207,隶,이,jì,以,開,三,脂A,去
15208,㣇,,jì,以,開,三,脂A,去
15209,𥿫,,jì,以,開,三,脂A,去
15210,示,시,zhì,船,開,三,脂A,去
15211,諡,시,zhì,船,開,三,脂A,去
15212,謚,익,zhì,船,開,三,脂A,去
15213,眎,,zhì,船,開,三,脂A,去
15214,貤,,zhì,船,開,三,脂A,去
15215,自,자,dzì,從,開,三,脂A,去
15216,嫉,질,dzì,從,開,三,脂A,去
15217,墜,추,drỳi,澄,合,三,脂B,去
15218,懟,대,drỳi,澄,合,三,脂B,去
15219,鎚,추,drỳi,澄,合,三,脂B,去
15220,出,출,thỳi,昌,合,三,脂A,去
15221,遺,유,jỳi,以,合,三,脂A,去
15222,𤀷,,jỳi,以,合,三,脂A,去
15223,𢣘,,jỳi,以,合,三,脂A,去
15224,蜼,,jỳi,以,合,三,脂A,去
15225,瞶,,jỳi,以,合,三,脂A,去
15226,𧔥,,jỳi,以,合,三,脂A,去
15227,䗽,,jỳi,以,合,三,脂A,去
15228,侐,혁,qhỳi,曉,合,三,脂A,去
15229,轛,,trỳi,知,合,三,脂B,去
15230,痓,치,thì,昌,開,三,脂A,去
15231,屍,시,shì,書,開,三,脂A,去
15232,䛈,,shì,書,開,三,脂A,去
15233,㿷,,chrỳi,初,合,三,脂B,去
15234,㽷,,shỳi,書,合,三,脂A,去
15235,𥤼,,shỳi,書,合,三,脂A,去
15236,志,지,tiə̀,章,開,三,之,去
15237,娡,,tiə̀,章,開,三,之,去
15238,䓌,,tiə̀,章,開,三,之,去
15239,誌,지,tiə̀,章,開,三,之,去
15240,痣,지,tiə̀,章,開,三,之,去
15241,織,직,tiə̀,章,開,三,之,去
15242,識,식,tiə̀,章,開,三,之,去
15243,值,치,driə̀,澄,開,三,之,去
15244,植,식,driə̀,澄,開,三,之,去
15245,治,치,driə̀,澄,開,三,之,去
15246,㨁,,driə̀,澄,開,三,之,去
15247,𠍜,,driə̀,澄,開,三,之,去
15248,寺,사,ziə̀,邪,開,三,之,去
15249,嗣,사,ziə̀,邪,開,三,之,去
15250,孠,,ziə̀,邪,開,三,之,去
15251,飤,,ziə̀,邪,開,三,之,去
15252,飼,사,ziə̀,邪,開,三,之,去
15253,蛓,,chiə̀,清,開,三,之,去
15254,蚝,,chiə̀,清,開,三,之,去
15255,螆,,chiə̀,清,開,三,之,去
15256,𧉠,,chiə̀,清,開,三,之,去
15257,笥,사,siə̀,心,開,三,之,去
15258,伺,사,siə̀,心,開,三,之,去
15259,思,사,siə̀,心,開,三,之,去
15260,覗,사,siə̀,心,開,三,之,去
15261,試,시,shiə̀,書,開,三,之,去
15262,弑,시,shiə̀,書,開,三,之,去
15263,幟,치,shiə̀,書,開,三,之,去
15264,僿,사,shiə̀,書,開,三,之,去
15265,胾,자,criə̀,莊,開,三,之,去
15266,椔,,criə̀,莊,開,三,之,去
15267,事,사,criə̀,莊,開,三,之,去
15268,剚,사,criə̀,莊,開,三,之,去
15269,倳,사,criə̀,莊,開,三,之,去
15270,鶅,,criə̀,莊,開,三,之,去
15271,吏,리,liə̀,來,開,三,之,去
15272,𢟤,,liə̀,來,開,三,之,去
15273,字,자,dziə̀,從,開,三,之,去
15274,牸,자,dziə̀,從,開,三,之,去
15275,孳,자,dziə̀,從,開,三,之,去
15276,茡,,dziə̀,從,開,三,之,去
15277,芓,,dziə̀,從,開,三,之,去
15278,孖,자,dziə̀,從,開,三,之,去
15279,眙,,thriə̀,徹,開,三,之,去
15280,佁,이,thriə̀,徹,開,三,之,去
15281,䰡,,thriə̀,徹,開,三,之,去
15282,𦥊,,thriə̀,徹,開,三,之,去
15283,誺,,thriə̀,徹,開,三,之,去
15284,餌,이,niə̀,日,開,三,之,去
15285,𩱓,,niə̀,日,開,三,之,去
15286,珥,이,niə̀,日,開,三,之,去
15287,衈,,niə̀,日,開,三,之,去
15288,毦,,niə̀,日,開,三,之,去
15289,咡,이,niə̀,日,開,三,之,去
15290,刵,이,niə̀,日,開,三,之,去
15291,佴,이,niə̀,日,開,三,之,去
15292,誀,,niə̀,日,開,三,之,去
15293,洱,,niə̀,日,開,三,之,去
15294,䎶,,niə̀,日,開,三,之,去
15295,㛅,,niə̀,日,開,三,之,去
15296,䏪,,niə̀,日,開,三,之,去
15297,䣵,,niə̀,日,開,三,之,去
15298,眲,,niə̀,日,開,三,之,去
15299,𦖢,,niə̀,日,開,三,之,去
15300,𩢲,,sriə̀,生,開,三,之,去
15301,駛,사,sriə̀,生,開,三,之,去
15302,𣳪,,sriə̀,生,開,三,之,去
15303,𧳅,,sriə̀,生,開,三,之,去
15304,𩰢,,sriə̀,生,開,三,之,去
15305,𨽄,,sriə̀,生,開,三,之,去
15306,使,사,sriə̀,生,開,三,之,去
15307,廁,치,chriə̀,初,開,三,之,去
15308,異,이,jiə̀,以,開,三,之,去
15309,异,,jiə̀,以,開,三,之,去
15310,潩,,jiə̀,以,開,三,之,去
15311,食,식,jiə̀,以,開,三,之,去
15312,巳,사,jiə̀,以,開,三,之,去
15313,䔬,,jiə̀,以,開,三,之,去
15314,廙,,jiə̀,以,開,三,之,去
15315,置,치,triə̀,知,開,三,之,去
15316,𢐂,,triə̀,知,開,三,之,去
15317,侍,시,diə̀,常,開,三,之,去
15318,蒔,시,diə̀,常,開,三,之,去
15319,秲,,diə̀,常,開,三,之,去
15320,事,사,dzriə̀,崇,開,三,之,去
15321,𩛌,,dzriə̀,崇,開,三,之,去
15322,忌,기,giə̀,群,開,三,之,去
15323,𨙬,,giə̀,群,開,三,之,去
15324,惎,,giə̀,群,開,三,之,去
15325,䋟,,giə̀,群,開,三,之,去
15326,鱀,,giə̀,群,開,三,之,去
15327,鵋,,giə̀,群,開,三,之,去
15328,𧳙,,giə̀,群,開,三,之,去
15329,誋,,giə̀,群,開,三,之,去
15330,諅,,giə̀,群,開,三,之,去
15331,梞,,giə̀,群,開,三,之,去
15332,畁,,giə̀,群,開,三,之,去
15333,帺,,giə̀,群,開,三,之,去
15334,𥭜,,giə̀,群,開,三,之,去
15335,熾,치,thiə̀,昌,開,三,之,去
15336,饎,,thiə̀,昌,開,三,之,去
15337,𩜮,,thiə̀,昌,開,三,之,去
15338,糦,,thiə̀,昌,開,三,之,去
15339,幟,치,thiə̀,昌,開,三,之,去
15340,𢨒,,thiə̀,昌,開,三,之,去
15341,哆,치,thiə̀,昌,開,三,之,去
15342,埴,식,thiə̀,昌,開,三,之,去
15343,意,의,qiə̀,影,開,三,之,去
15344,鷾,,qiə̀,影,開,三,之,去
15345,𠃸,,qiə̀,影,開,三,之,去
15346,䵝,,qiə̀,影,開,三,之,去
15347,記,기,kiə̀,見,開,三,之,去
15348,憙,희,qhiə̀,曉,開,三,之,去
15349,嬉,희,qhiə̀,曉,開,三,之,去
15350,䰯,,ŋiə̀,疑,開,三,之,去
15351,豙,,ŋiə̀,疑,開,三,之,去
15352,㘈,,ŋiə̀,疑,開,三,之,去
15353,譺,,ŋiə̀,疑,開,三,之,去
15354,㽈,,ŋiə̀,疑,開,三,之,去
15355,儗,의,ŋiə̀,疑,開,三,之,去
15356,亟,극,khiə̀,溪,開,三,之,去
15357,唭,기,khiə̀,溪,開,三,之,去
15358,䀈,,khiə̀,溪,開,三,之,去
15359,未,미,myùi,明,合,三,微,去
15360,味,미,myùi,明,合,三,微,去
15361,菋,미,myùi,明,合,三,微,去
15362,𩑵,,myùi,明,合,三,微,去
15363,䊊,,myùi,明,合,三,微,去
15364,沬,매,myùi,明,合,三,微,去
15365,鮇,,myùi,明,合,三,微,去
15366,𡶎,,myùi,明,合,三,微,去
15367,貴,귀,kyùi,見,合,三,微,去
15368,瞶,,kyùi,見,合,三,微,去
15369,𠐽,,kyùi,見,合,三,微,去
15370,胃,위,xyùi,云,合,三,微,去
15371,謂,위,xyùi,云,合,三,微,去
15372,㥜,,xyùi,云,合,三,微,去
15373,媦,,xyùi,云,合,三,微,去
15374,𦩝,,xyùi,云,合,三,微,去
15375,緯,위,xyùi,云,合,三,微,去
15376,彚,휘,xyùi,云,合,三,微,去
15377,蝟,위,xyùi,云,合,三,微,去
15378,渭,위,xyùi,云,合,三,微,去
15379,煟,,xyùi,云,合,三,微,去
15380,𩹂,,xyùi,云,合,三,微,去
15381,𨾂,,xyùi,云,合,三,微,去
15382,緭,,xyùi,云,合,三,微,去
15383,𢍚,,xyùi,云,合,三,微,去
15384,𦳢,,xyùi,云,合,三,微,去
15385,䬑,,xyùi,云,合,三,微,去
15386,圍,위,xyùi,云,合,三,微,去
15387,魏,위,ŋyùi,疑,合,三,微,去
15388,犩,,ŋyùi,疑,合,三,微,去
15389,沸,비,pyùi,幫,合,三,微,去
15390,疿,,pyùi,幫,合,三,微,去
15391,芾,비,pyùi,幫,合,三,微,去
15392,茀,불,pyùi,幫,合,三,微,去
15393,誹,비,pyùi,幫,合,三,微,去
15394,鯡,비,pyùi,幫,合,三,微,去
15395,㹃,,pyùi,幫,合,三,微,去
15396,𩰾,,pyùi,幫,合,三,微,去
15397,𧙂,,pyùi,幫,合,三,微,去
15398,䛍,,pyùi,幫,合,三,微,去
15399,䟛,,pyùi,幫,合,三,微,去
15400,費,비,phyùi,滂,合,三,微,去
15401,髴,불,phyùi,滂,合,三,微,去
15402,靅,,phyùi,滂,合,三,微,去
15403,𣙿,,phyùi,滂,合,三,微,去
15404,昲,,phyùi,滂,合,三,微,去
15405,䊧,,phyùi,滂,合,三,微,去
15406,𥽂,,khyùi,溪,合,三,微,去
15407,,,khyùi,溪,合,三,微,去
15408,𧝷,,khyùi,溪,合,三,微,去
15409,尉,위,qyùi,影,合,三,微,去
15410,㷉,,qyùi,影,合,三,微,去
15411,熨,위,qyùi,影,合,三,微,去
15412,慰,위,qyùi,影,合,三,微,去
15413,畏,외,qyùi,影,合,三,微,去
15414,罻,,qyùi,影,合,三,微,去
15415,犚,,qyùi,影,合,三,微,去
15416,蔚,울,qyùi,影,合,三,微,去
15417,螱,,qyùi,影,合,三,微,去
15418,𧕈,,qyùi,影,合,三,微,去
15419,褽,,qyùi,影,合,三,微,去
15420,䲁,,qyùi,影,合,三,微,去
15421,諱,휘,qhyùi,曉,合,三,微,去
15422,卉,훼,qhyùi,曉,合,三,微,去
15423,芔,훼,qhyùi,曉,合,三,微,去
15424,泋,,qhyùi,曉,合,三,微,去
15425,𥝋,,byùi,並,合,三,微,去
15426,𤲳,,byùi,並,合,三,微,去
15427,狒,비,byùi,並,合,三,微,去
15428,㵒,,byùi,並,合,三,微,去
15429,腓,비,byùi,並,合,三,微,去
15430,怫,,byùi,並,合,三,微,去
15431,菲,비,byùi,並,合,三,微,去
15432,屝,,byùi,並,合,三,微,去
15433,蜚,비,byùi,並,合,三,微,去
15434,𧕿,,byùi,並,合,三,微,去
15435,䨾,,byùi,並,合,三,微,去
15436,翡,비,byùi,並,合,三,微,去
15437,𡌦,,byùi,並,合,三,微,去
15438,萉,,byùi,並,合,三,微,去
15439,𩇪,,byùi,並,合,三,微,去
15440,痱,,byùi,並,合,三,微,去
15441,䠊,,byùi,並,合,三,微,去
15442,㔗,,byùi,並,合,三,微,去
15443,䆏,,byùi,並,合,三,微,去
15444,費,비,byùi,並,合,三,微,去
15445,𧌘,,byùi,並,合,三,微,去
15446,𥄱,,byùi,並,合,三,微,去
15447,黂,,byùi,並,合,三,微,去
15448,蟦,,byùi,並,合,三,微,去
15449,旣,기,kiə̀i,見,開,三,微,去
15450,曁,기,kiə̀i,見,開,三,微,去
15451,禨,기,kiə̀i,見,開,三,微,去
15452,漑,개,kiə̀i,見,開,三,微,去
15453,𣢆,,kiə̀i,見,開,三,微,去
15454,旡,,kiə̀i,見,開,三,微,去
15455,蔇,,kiə̀i,見,開,三,微,去
15456,毅,의,ŋiə̀i,疑,開,三,微,去
15457,𢖫,,ŋiə̀i,疑,開,三,微,去
15458,豙,,ŋiə̀i,疑,開,三,微,去
15459,𧅙,,ŋiə̀i,疑,開,三,微,去
15460,藙,,ŋiə̀i,疑,開,三,微,去
15461,顡,,ŋiə̀i,疑,開,三,微,去
15462,䉨,,ŋiə̀i,疑,開,三,微,去
15463,氣,기,khiə̀i,溪,開,三,微,去
15464,炁,기,khiə̀i,溪,開,三,微,去
15465,气,,khiə̀i,溪,開,三,微,去
15466,盵,,khiə̀i,溪,開,三,微,去
15467,䀈,,khiə̀i,溪,開,三,微,去
15468,欷,희,qhiə̀i,曉,開,三,微,去
15469,唏,희,qhiə̀i,曉,開,三,微,去
15470,塈,,qhiə̀i,曉,開,三,微,去
15471,愾,개,qhiə̀i,曉,開,三,微,去
15472,氣,기,qhiə̀i,曉,開,三,微,去
15473,餼,희,qhiə̀i,曉,開,三,微,去
15474,䊠,,qhiə̀i,曉,開,三,微,去
15475,鎎,,qhiə̀i,曉,開,三,微,去
15476,𢟪,,qhiə̀i,曉,開,三,微,去
15477,熂,,qhiə̀i,曉,開,三,微,去
15478,黖,기,qhiə̀i,曉,開,三,微,去
15479,霼,,qhiə̀i,曉,開,三,微,去
15480,摡,,qhiə̀i,曉,開,三,微,去
15481,䀈,,qhiə̀i,曉,開,三,微,去
15482,𧱲,,qhiə̀i,曉,開,三,微,去
15483,䮎,,qhiə̀i,曉,開,三,微,去
15484,犔,,qhiə̀i,曉,開,三,微,去
15485,忥,,qhiə̀i,曉,開,三,微,去
15486,䤒,,giə̀i,群,開,三,微,去
15487,幾,기,giə̀i,群,開,三,微,去
15488,衣,의,qiə̀i,影,開,三,微,去
15489,御,어,ŋiò,疑,開,三,魚,去
15490,馭,어,ŋiò,疑,開,三,魚,去
15491,語,어,ŋiò,疑,開,三,魚,去
15492,慮,려,liò,來,開,三,魚,去
15493,勴,려,liò,來,開,三,魚,去
15494,𥶌,,liò,來,開,三,魚,去
15495,𠣊,,liò,來,開,三,魚,去
15496,鑢,려,liò,來,開,三,魚,去
15497,櫖,,liò,來,開,三,魚,去
15498,𩥆,,liò,來,開,三,魚,去
15499,𡾅,,liò,來,開,三,魚,去
15500,𦊼,,liò,來,開,三,魚,去
15501,據,거,kiò,見,開,三,魚,去
15502,鋸,거,kiò,見,開,三,魚,去
15503,倨,거,kiò,見,開,三,魚,去
15504,踞,거,kiò,見,開,三,魚,去
15505,椐,,kiò,見,開,三,魚,去
15506,鐻,,kiò,見,開,三,魚,去
15507,澽,,kiò,見,開,三,魚,去
15508,𧣻,,kiò,見,開,三,魚,去
15509,䱟,,kiò,見,開,三,魚,去
15510,豦,,kiò,見,開,三,魚,去
15511,覰,,chiò,清,開,三,魚,去
15512,䁦,,chiò,清,開,三,魚,去
15513,刞,,chiò,清,開,三,魚,去
15514,坥,,chiò,清,開,三,魚,去
15515,䏣,,chiò,清,開,三,魚,去
15516,蜡,사,chiò,清,開,三,魚,去
15517,㰦,,khiò,溪,開,三,魚,去
15518,去,거,khiò,溪,開,三,魚,去
15519,麮,,khiò,溪,開,三,魚,去
15520,呿,거,khiò,溪,開,三,魚,去
15521,鼁,,khiò,溪,開,三,魚,去
15522,胠,거,khiò,溪,開,三,魚,去
15523,㧁,,khiò,溪,開,三,魚,去
15524,䒧,,khiò,溪,開,三,魚,去
15525,𩿟,,khiò,溪,開,三,魚,去
15526,署,서,diò,常,開,三,魚,去
15527,藷,저,diò,常,開,三,魚,去
15528,薯,서,diò,常,開,三,魚,去
15529,曙,서,diò,常,開,三,魚,去
15530,恕,서,shiò,書,開,三,魚,去
15531,庶,서,shiò,書,開,三,魚,去
15532,樜,,shiò,書,開,三,魚,去
15533,㵂,,shiò,書,開,三,魚,去
15534,著,저,triò,知,開,三,魚,去
15535,箸,저,triò,知,開,三,魚,去
15536,䬡,,tiò,章,開,三,魚,去
15537,翥,,tiò,章,開,三,魚,去
15538,𤳯,,tiò,章,開,三,魚,去
15539,䭖,,tiò,章,開,三,魚,去
15540,䘄,,tiò,章,開,三,魚,去
15541,𢉙,,tiò,章,開,三,魚,去
15542,𤳐,,tiò,章,開,三,魚,去
15543,𡻠,,tiò,章,開,三,魚,去
15544,㫂,,tiò,章,開,三,魚,去
15545,䟽,,sriò,生,開,三,魚,去
15546,捒,,sriò,生,開,三,魚,去
15547,㫹,,sriò,生,開,三,魚,去
15548,飫,어,qiò,影,開,三,魚,去
15549,𩜏,,qiò,影,開,三,魚,去
15550,瘀,어,qiò,影,開,三,魚,去
15551,鄔,오,qiò,影,開,三,魚,去
15552,醧,,qiò,影,開,三,魚,去
15553,𢮁,,qiò,影,開,三,魚,去
15554,淤,어,qiò,影,開,三,魚,去
15555,菸,,qiò,影,開,三,魚,去
15556,棜,,qiò,影,開,三,魚,去
15557,𡫽,,qiò,影,開,三,魚,去
15558,箸,저,driò,澄,開,三,魚,去
15559,筯,,driò,澄,開,三,魚,去
15560,㾻,,driò,澄,開,三,魚,去
15561,除,제,driò,澄,開,三,魚,去
15562,遽,거,giò,群,開,三,魚,去
15563,勮,거,giò,群,開,三,魚,去
15564,詎,거,giò,群,開,三,魚,去
15565,醵,갹,giò,群,開,三,魚,去
15566,澽,,giò,群,開,三,魚,去
15567,絮,서,siò,心,開,三,魚,去
15568,助,조,dzriò,崇,開,三,魚,去
15569,耡,서,dzriò,崇,開,三,魚,去
15570,麆,,dzriò,崇,開,三,魚,去
15571,怚,,ciò,精,開,三,魚,去
15572,沮,저,ciò,精,開,三,魚,去
15573,詛,저,criò,莊,開,三,魚,去
15574,阻,조,criò,莊,開,三,魚,去
15575,洳,,niò,日,開,三,魚,去
15576,茹,여,niò,日,開,三,魚,去
15577,如,여,niò,日,開,三,魚,去
15578,豫,예,jiò,以,開,三,魚,去
15579,預,예,jiò,以,開,三,魚,去
15580,譽,예,jiò,以,開,三,魚,去
15581,礜,,jiò,以,開,三,魚,去
15582,𩦡,,jiò,以,開,三,魚,去
15583,輿,여,jiò,以,開,三,魚,去
15584,鸒,,jiò,以,開,三,魚,去
15585,悆,,jiò,以,開,三,魚,去
15586,𪋮,,jiò,以,開,三,魚,去
15587,𣝑,,jiò,以,開,三,魚,去
15588,藇,,jiò,以,開,三,魚,去
15589,蕷,,jiò,以,開,三,魚,去
15590,穥,,jiò,以,開,三,魚,去
15591,𡱣,,jiò,以,開,三,魚,去
15592,忬,,jiò,以,開,三,魚,去
15593,歟,여,jiò,以,開,三,魚,去
15594,悇,,jiò,以,開,三,魚,去
15595,與,여,jiò,以,開,三,魚,去
15596,澦,,jiò,以,開,三,魚,去
15597,𡒊,,jiò,以,開,三,魚,去
15598,噓,허,qhiò,曉,開,三,魚,去
15599,女,녀,nriò,娘,開,三,魚,去
15600,絮,서,nriò,娘,開,三,魚,去
15601,楚,초,chriò,初,開,三,魚,去
15602,儊,,chriò,初,開,三,魚,去
15603,處,처,thiò,昌,開,三,魚,去
15604,䖏,,thiò,昌,開,三,魚,去
15605,絮,서,thriò,徹,開,三,魚,去
15606,悇,,thriò,徹,開,三,魚,去
15607,㾻,,thriò,徹,開,三,魚,去
15608,𡲁,,ziò,邪,開,三,魚,去
15609,遇,우,ŋyò,疑,合,三,虞,去
15610,寓,우,ŋyò,疑,合,三,虞,去
15611,庽,유,ŋyò,疑,合,三,虞,去
15612,媀,,ŋyò,疑,合,三,虞,去
15613,𤸒,,ŋyò,疑,合,三,虞,去
15614,禺,옹,ŋyò,疑,合,三,虞,去
15615,䴁,,ŋyò,疑,合,三,虞,去
15616,嫗,구,qyò,影,合,三,虞,去
15617,蓲,,qyò,影,合,三,虞,去
15618,饇,,qyò,影,合,三,虞,去
15619,樹,수,dyò,常,合,三,虞,去
15620,𦒸,,dyò,常,合,三,虞,去
15621,澍,주,dyò,常,合,三,虞,去
15622,尌,주,dyò,常,合,三,虞,去
15623,𠊪,,dyò,常,合,三,虞,去
15624,住,주,dryò,澄,合,三,虞,去
15625,牏,,dryò,澄,合,三,虞,去
15626,逗,두,dryò,澄,合,三,虞,去
15627,附,부,byò,並,合,三,虞,去
15628,坿,,byò,並,合,三,虞,去
15629,袝,부,byò,並,合,三,虞,去
15630,賻,부,byò,並,合,三,虞,去
15631,駙,부,byò,並,合,三,虞,去
15632,鮒,부,byò,並,合,三,虞,去
15633,䠵,,byò,並,合,三,虞,去
15634,蚹,,byò,並,合,三,虞,去
15635,跗,부,byò,並,合,三,虞,去
15636,𠪻,,byò,並,合,三,虞,去
15637,胕,부,byò,並,合,三,虞,去
15638,注,주,tyò,章,合,三,虞,去
15639,疰,,tyò,章,合,三,虞,去
15640,罜,,tyò,章,合,三,虞,去
15641,㹥,,tyò,章,合,三,虞,去
15642,鑄,주,tyò,章,合,三,虞,去
15643,馵,,tyò,章,合,三,虞,去
15644,註,주,tyò,章,合,三,虞,去
15645,炷,주,tyò,章,合,三,虞,去
15646,澍,주,tyò,章,合,三,虞,去
15647,霔,주,tyò,章,合,三,虞,去
15648,㺛,,tyò,章,合,三,虞,去
15649,䎷,,tyò,章,合,三,虞,去
15650,祩,,tyò,章,合,三,虞,去
15651,𠴦,,tyò,章,合,三,虞,去
15652,䪒,,tyò,章,合,三,虞,去
15653,蛀,주,tyò,章,合,三,虞,去
15654,屨,구,kyò,見,合,三,虞,去
15655,句,구,kyò,見,合,三,虞,去
15656,蒟,구,kyò,見,合,三,虞,去
15657,絇,,kyò,見,合,三,虞,去
15658,瞿,구,kyò,見,合,三,虞,去
15659,𥉁,,kyò,見,合,三,虞,去
15660,怐,,kyò,見,合,三,虞,去
15661,䈮,,kyò,見,合,三,虞,去
15662,邭,,kyò,見,合,三,虞,去
15663,䀠,,kyò,見,合,三,虞,去
15664,昫,구,qhyò,曉,合,三,虞,去
15665,煦,후,qhyò,曉,合,三,虞,去
15666,酗,후,qhyò,曉,合,三,虞,去
15667,呴,구,qhyò,曉,合,三,虞,去
15668,姁,,qhyò,曉,合,三,虞,去
15669,𧏺,,qhyò,曉,合,三,虞,去
15670,戍,수,shyò,書,合,三,虞,去
15671,腧,,shyò,書,合,三,虞,去
15672,輸,수,shyò,書,合,三,虞,去
15673,𧼯,,shyò,書,合,三,虞,去
15674,䩱,,shyò,書,合,三,虞,去
15675,隃,,shyò,書,合,三,虞,去
15676,䠼,,shyò,書,合,三,虞,去
15677,㲓,,shyò,書,合,三,虞,去
15678,裕,유,jyò,以,合,三,虞,去
15679,䘱,,jyò,以,合,三,虞,去
15680,覦,,jyò,以,合,三,虞,去
15681,諭,유,jyò,以,合,三,虞,去
15682,喻,유,jyò,以,合,三,虞,去
15683,籲,유,jyò,以,合,三,虞,去
15684,𣈯,,jyò,以,合,三,虞,去
15685,孺,유,nyò,日,合,三,虞,去
15686,𡦗,,nyò,日,合,三,虞,去
15687,擩,,nyò,日,合,三,虞,去
15688,㹘,,nyò,日,合,三,虞,去
15689,赴,부,phyò,滂,合,三,虞,去
15690,𠓗,,phyò,滂,合,三,虞,去
15691,䞯,,phyò,滂,合,三,虞,去
15692,䎷,,phyò,滂,合,三,虞,去
15693,豧,,phyò,滂,合,三,虞,去
15694,簠,보,phyò,滂,合,三,虞,去
15695,訃,부,phyò,滂,合,三,虞,去
15696,䞳,,phyò,滂,合,三,虞,去
15697,仆,부,phyò,滂,合,三,虞,去
15698,䟔,,phyò,滂,合,三,虞,去
15699,婏,,phyò,滂,合,三,虞,去
15700,務,무,myò,明,合,三,虞,去
15701,婺,,myò,明,合,三,虞,去
15702,霧,무,myò,明,合,三,虞,去
15703,霚,,myò,明,合,三,虞,去
15704,騖,무,myò,明,合,三,虞,去
15705,𦎦,,myò,明,合,三,虞,去
15706,䨁,,myò,明,合,三,虞,去
15707,蝥,모,myò,明,合,三,虞,去
15708,𨂣,,myò,明,合,三,虞,去
15709,𦆞,,myò,明,合,三,虞,去
15710,㡔,,myò,明,合,三,虞,去
15711,嵍,,myò,明,合,三,虞,去
15712,敄,,myò,明,合,三,虞,去
15713,鶩,목,myò,明,合,三,虞,去
15714,緅,,cyò,精,合,三,虞,去
15715,足,족,cyò,精,合,三,虞,去
15716,懼,구,gyò,群,合,三,虞,去
15717,具,구,gyò,群,合,三,虞,去
15718,埧,,gyò,群,合,三,虞,去
15719,臞,,gyò,群,合,三,虞,去
15720,芋,우,xyò,云,合,三,虞,去
15721,雨,우,xyò,云,合,三,虞,去
15722,羽,우,xyò,云,合,三,虞,去
15723,䨒,,xyò,云,合,三,虞,去
15724,吁,유,xyò,云,合,三,虞,去
15725,埾,,dzyò,從,合,三,虞,去
15726,聚,취,dzyò,從,合,三,虞,去
15727,捒,,sryò,生,合,三,虞,去
15728,數,수,sryò,生,合,三,虞,去
15729,㡏,,sryò,生,合,三,虞,去
15730,付,부,pyò,幫,合,三,虞,去
15731,賦,부,pyò,幫,合,三,虞,去
15732,傅,부,pyò,幫,合,三,虞,去
15733,𩬙,,pyò,幫,合,三,虞,去
15734,陚,,pyò,幫,合,三,虞,去
15735,搏,박,pyò,幫,合,三,虞,去
15736,娶,취,chyò,清,合,三,虞,去
15737,趣,취,chyò,清,合,三,虞,去
15738,註,주,tryò,知,合,三,虞,去
15739,鉒,주,tryò,知,合,三,虞,去
15740,駐,주,tryò,知,合,三,虞,去
