労,（勞）,lâu,動詞【ねぎらう】、【すすめる】、名詞【ねぎらい】。,,1
老,,láu,,,1
六,,lyuk,,,1
録,,lyok,,,1
論,,lun,動詞【討論する】。,,1
論,,lûn,名詞【言論】。,,1
和,,xua,,,1
話,,xruâi,,,1
晴,,dzieŋ,,,1
朗,,láŋ,,,1
益,,qiek,,,1
礼,（禮）,léi,,,1
神,,zhin,,,1
福,,pyuk,,,1
精,,cieŋ,,,1
羽,,xyó,,,1
諸,,tio,,,1
都,,to,,,1
飯,,byôn,,,1
飼,,ziə̂,,,1
館,,kuân,,,1
京,,krieŋ,,,1
応,（應）,qiə̂ŋ,,,1
時,,diə,,,1
服,,byuk,,,1
満,（滿）,mán,,,1
麦,（麥）,mrek,,,1
悪,（惡）,qô,動詞【にくむ】、【そしる】、形容詞【はじる】。,例詞：｛嫌惡｝、｛惡心｝,2
横,,xruâŋ,形容詞【きまりにそわない，よこしまな】、動詞【ぬれぎぬをきせる】。,例詞：｛橫暴｝、｛橫柄｝,2
下,,xrâ,他動詞【くだす】。,,2
会,（會）,kuâi,動詞【総計する】。,例詞：｛會計｝,2
看,,khan,動詞【みまもる】。,例詞：｛看護｝、｛看守｝,2
間,,krên,名詞【すきま】、動詞【へだてる】、【はさむ，かかわる】，副詞【ひそかに】、【ときどき】。,例詞：｛間諜｝,2
興,,qhiə̂ŋ,名詞【たのしみ】、動詞【たのしむ】。,例詞：｛興味｝,2
空,,khûŋ,名詞【すきま】、動詞【たりない】、形容詞【まずしい】。,,2
校,,krâu,名詞【かせ，柵】、動詞【くらべる】、【ただす】、【あらがう】。,例詞：｛校正｝,2
行,,xaŋ,名詞【ならび】、【みせ】。,例詞：｛銀行｝,2
作,,câ,異義不明。,例詞：｛動作｝,2
殺,,srêi,動詞【へらす，おとろえる】、名詞【ちがい】。,例詞：｛相殺｝,2
三,,sâm,副詞【なんども】。,例詞：｛再三｝,2
参,（參）,sam,数詞【3】。,,2
参,（參）,srim,星宿名、草名。,例詞：｛參商｝、｛人參｝,2
使,,sriə̂,動詞【つかいとしておもむく】、名詞【使者】、官名。,,2
思,,siə̂,名詞【おもい】。,,2
識,,tiə̂,動詞【記憶する】、【しるしをつける】、名詞【めじるし】。,,2
首,,shyû,動詞【むかう】、【降伏する】。,例詞：｛自首｝,2
従,（從）,dzyôŋ,名詞【したがうひと】、形容詞【従属的な】。,例詞：｛從兄｝,2
重,,dryoŋ,動詞【かさなる】、名詞【層】。,,2
重,,dryôŋ,動詞【ふえる、くりかえす】、副詞【ますます、また】，名詞【おもさ】。,,2
出,,thŷi,他動詞【ださせる】。,例詞：｛出納｝,2
少,,shiêu,形容詞【わかい】。,例詞：｛少年｝,2
正,,tieŋ,名詞【正月】、【まとのまんなか】。,例詞：｛正月｝,2
生,,sriêŋ,他動詞【うむ】。,,2
切,,chêi,形容詞【おおい】。,例詞：｛一切｝,2
説,,shyêi,動詞【ときふせる】、【やすむ】。,,2
先,,sên,動詞【さきんじる】。,,2
走,,cû,動詞【いく，むかう】。,例詞：｛奔走｝,2
足,,cyô,動詞【たす】、副詞【過分に】。,,2
卒,,cut,名詞【しもべ】。,例詞：｛兵卒｝、｛獄卒｝,2
担,（擔）,tâm,名詞【になっているもの】。,,2
中,,tryûŋ,動詞【あてる】。,例詞：｛命中｝,2
朝,,drieu,動詞【まみえる】、名詞【朝廷】。,例詞：｛朝鮮｝,2
調,,deu,動詞【ととのう，かなでる】、【からかう，そそのかす】。,,2
長,,driâŋ,形容詞【あまっている】、名詞【ながさ】。,例詞：｛冗長｝,2
長,,triáŋ,動詞【そだつ】、【重視する】、形容詞【年長である】、名詞【おさ】。,,2
度,,dak,動詞【はかる】。,,2
読,,dû,名詞【句中のくぎり】。,例詞：｛句讀点｝,2
難,,nân,名詞【わざわい】、動詞【こばむ，なじる，おそれる】。,例詞：｛遭難｝、｛非難｝,2
付,,pyô,動詞【あたえる】、【しはらう】,,2
復,,byû,副詞【もう一度，さらに，それに】。,,2
分,,byûn,名詞【たちば】、【素質】、動詞【推測する】、【うれしくおもう】。,例詞：｛身分｝、｛本分｝、｛性分｝,2
要,,qieu,動詞【まねく，むかえうつ】、【無理じいする】。,例詞：｛要求｝、｛要撃｝、｛强要｝,2
養,,jiâŋ,動詞【おやのせわをする，つかえる】。,,2
率,,sryt,動詞【とらえる】、【ひきいる，したがう】、形容詞【すなおな】、【すべての】、副詞【おおむね】、名詞【模範】。,例詞：｛軽率｝,2
両,（兩）,liâŋ,量詞。,例詞：｛車兩｝,2
量,,liaŋ,動詞【計量する】。,,2
悪,（惡）,qo,代詞【どこ】、副詞【どうして】。,,3
衣,,qiə̂i,動詞【きる，きせる】。,,3
遺,,jŷi,動詞【おくる】。,,3
飲,,qrîm,他動詞【のませる】。,,3
右,,xyû,動詞【たすける】、【すすめる】。,,3
雨,,xyô,他動詞【ふらせる】。,,3
遠,,xyôn,他動詞【とおざける】。,,3
塩,（鹽）,jiem,,,3
王,,xyâŋ,動詞【君臨する】。,,3
仮,（假）,krâ,名詞【やすみ】（通〈暇〉）。,,3
夏,,xrá,形容詞【さかんな】，名詞【中国】。,,3
荷,,xa,草名。,例詞：｛荷蘭｝,3
解,,krê,動詞【上級に報告する】、【おくる】。,,3
覚,（覺）,krâu,動詞【めがさめる】。,,3
楽,（樂）,ŋrâu,動詞【このむ】。,,3
観,（觀）,kuân,名詞【ものみ台】。,,3
間,,xren,形容詞【ひまな】、動詞【習熟する】。,,3
居,,kiə,文末助詞。,,3
禁,,krim,動詞【もちこたえる，ひきうけられる】。,,3
句,,ku,動詞【まがる】、【ひきとどめる】、形容詞【へりくだっている】。,例詞：｛高句麗｝,3
県,（縣）,xuen,動詞【かける】、形容詞【かけはなれている】。,,3
見,,xên,動詞【あらわれる】、【すすめる】、形容詞【現有の】。,,3
語,,ŋiô,他動詞【つたえる】。,,3
厚,,xû,名詞【あつさ】。,,3
鋼,,kâŋ,動詞【やいばをするどくする】、【やいばにやきいれする】。,,3
高,,kâu,名詞【たかさ】。,,3
左,,câ,動詞【たすける】。,,3
妻,,chêi,動詞【とつがせる】。,,3
始,,shiə̂,副詞【はじめて，ようやく】。,,3
守,,shyû,名詞【衛兵】、官名、動詞【代行する】。,,3
種,,tyôŋ,動詞【うえる】、【ひろめる】。,,3
樹,,dyó,動詞【うえる，たてる】。,,3
縦,（縱）,cyôŋ,動詞【はなつ，まかせる】、副詞【おもうままに】、連詞【たとえ】。,,3
宿,,syû,名詞【星座】。,,3
女,,nió,代詞【あなた】。,,3
女,,nriô,動詞【とつがせる】。,,3
勝,,shiə̂ŋ,動詞【もちこたえる，かつぐ】、副詞【すべて】。,,3
将,（將）,chiaŋ,動詞【ねがう】。,,3
焼,,shiêu,他動詞【やく】。,,3
乗,（乘）,zhiə̂ŋ,名詞【史書】、量詞。,,3
食,,ziə̂,動詞【たべさせる】。,,3
深,,shîm,名詞【ふかさ】。,,3
数,（數）,srok,副詞【たびたび】、形容詞【はやい】。,,3
折,,diet,動詞【ねびきする】。,,3
説,,jyet,動詞【うれしくおもう】。,,3
造,,châu,動詞【いたる】、名詞【実現したもの】、【時代】、副詞【にわかに】。,,3
属,（屬）,tyok,動詞【連続する，文をかく】，【みにつける】、【あつまる】、【すすめる】、副詞【ちょうど，やっと】。,,3
台,（¬臺）,thəi,星名、地名。,例詞：｛天台宗｝,3
台,（¬臺）,jiə,代詞【わたし】、動詞【うれしくおもう】。,例詞：｛如台｝,3
題,,dêi,動詞【みる】。,,3
柱,,tryó,動詞【もちこたえる，ささえる】。,,3
弟,,dêi,名詞【すなおさ】。,,3
転,（轉）,tryên,他動詞【まわす】。,,3
点,（點）,têm,動詞【もじをけしてなおす】。,,3
湯,,thâŋ,動詞【あそびほうける】，【ゆらしうごかす】、【あたためる】。,,3
等,,tə́i,古音。,,3
能,,nəi,古音。,,3
能,,nə̂i,動詞【たえる】。,,3
比,,bî,動詞【ならぶ，たすける】、形容詞【密集している】、【ひとしい】、【いつもの，すべての】、副詞【以前】、【ちかごろ，連続して】、【すべて】、介詞【ために】、【してから】。,,3
夫,,byo,代詞【あの，この】、助詞【そもそも】、句末助詞。,,3
父,,pyó,男子の美称。,,3
風,,pyûŋ,動詞【ふく】、【感化する】、【いさめる】。,,3
便,,bien,形容詞【やすらかな】、動詞【くちさきをうまくつかう】。,,3
弁,（¬辨辯瓣）,bryên,,,3
暴,,buk,動詞【さらす】。,,3
予,（¬豫）,jio,代詞【わたし】。,,3
余,（¬餘）,jio,,,3
令,,lieŋ,動詞【させる】、連詞【もし】。,,3
論,,lyn,名詞【道理，等級】、動詞【えらぶ】。,例詞：｛論語｝,3
応,（應）,qiəŋ,副詞【しなければならない】、【はずである】。,,3
