0,字,隋語拼音,聲符,小韻,反切,聲母,開合,等呼,韻母,聲調,《廣韻》韻目,平水韻,中古拼音,白氏拼音,他數據
16284,𢝃,tièi,帝,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16285,㝂,tièi,折,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16286,䱥,tièi,制,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16287,䀸,tièi,折,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16288,狾,tièi,折,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16289,𥍭,tièi,折,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16290,䩢,tièi,折,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16291,䭁,tièi,折,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16292,𤴟,tièi,帶,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16293,迣,tièi,世,2402,征例,章,開,三,祭A,去,去十三祭,去八霽,cjed,tsyejH,
16294,逝,dièi,折,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16295,忕,dièi,大,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16296,觢,dièi,丯,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16297,噬,dièi,筮,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16298,誓,dièi,折,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16299,𣂯,dièi,折,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16300,筮,dièi,筮,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16301,簭,dièi,筮,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16302,澨,dièi,筮,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16303,銴,dièi,折,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16304,遾,dièi,筮,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16305,𧻸,dièi,折,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16306,𦚨,dièi,丯,2403,時制,常,開,三,祭A,去,去十三祭,去八霽,zjed,dzyejH,
16307,曵,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16308,裔,jièi,裔,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16309,𤤺,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16310,勩,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16311,泄,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16312,洩,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16313,𤵺,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16314,䎈,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16315,枻,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16316,詍,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16317,𢘽,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16318,𦒎,jièi,惠,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16319,靾,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16320,跇,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16321,𠂆,jièi,𠂆,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16322,袣,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16323,䄿,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16324,𪀕,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16325,㵝,jièi,裔,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16326,㑜,jièi,折,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16327,抴,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16328,㛳,jièi,帝,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16329,䇩,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16330,㹭,jièi,曳,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16331,丿,jièi,丿,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16332,㵩,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16333,𢂼,jièi,折,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16334,呭,jièi,世,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16335,䕍,jièi,裔,2404,餘制,以,開,三,祭A,去,去十三祭,去八霽,jed,yejH,
16336,䋵,qrièi,曷,2405,於罽,影,開,三,祭B,去,去十三祭,去八霽,qied,'jejH,
16337,瘞,qrièi,夾,2405,於罽,影,開,三,祭B,去,去十三祭,去八霽,qied,'jejH,
16338,餲,qrièi,曷,2405,於罽,影,開,三,祭B,去,去十三祭,去八霽,qied,'jejH,
16339,𦝲,qrièi,曷,2405,於罽,影,開,三,祭B,去,去十三祭,去八霽,qied,'jejH,
16340,䔽,qrièi,曷,2405,於罽,影,開,三,祭B,去,去十三祭,去八霽,qied,'jejH,
16341,藝,ŋièi,埶,2406,魚祭,疑,開,三,祭A,去,去十三祭,去八霽,ngjed,ngjiejH,
16342,埶,ŋièi,埶,2406,魚祭,疑,開,三,祭A,去,去十三祭,去八霽,ngjed,ngjiejH,
16343,蓺,ŋièi,埶,2406,魚祭,疑,開,三,祭A,去,去十三祭,去八霽,ngjed,ngjiejH,
16344,䆿,ŋièi,臬,2406,魚祭,疑,開,三,祭A,去,去十三祭,去八霽,ngjed,ngjiejH,
16345,㦣,ŋièi,衛,2406,魚祭,疑,開,三,祭A,去,去十三祭,去八霽,ngjed,ngjiejH,
16346,囈,ŋièi,埶,2406,魚祭,疑,開,三,祭A,去,去十三祭,去八霽,ngjed,ngjiejH,
16347,槸,ŋièi,埶,2406,魚祭,疑,開,三,祭A,去,去十三祭,去八霽,ngjed,ngjiejH,
16348,褹,ŋièi,埶,2406,魚祭,疑,開,三,祭A,去,去十三祭,去八霽,ngjed,ngjiejH,
16349,滯,drièi,帶,2407,直例,澄,開,三,祭B,去,去十三祭,去八霽,dried,drjejH,
16350,彘,drièi,彘,2407,直例,澄,開,三,祭B,去,去十三祭,去八霽,dried,drjejH,
16351,蹛,drièi,帶,2407,直例,澄,開,三,祭B,去,去十三祭,去八霽,dried,drjejH,
16352,銐,drièi,列,2407,直例,澄,開,三,祭B,去,去十三祭,去八霽,dried,drjejH,
16353,璏,drièi,彘,2407,直例,澄,開,三,祭B,去,去十三祭,去八霽,dried,drjejH,
16354,𦭮,drièi,㐁,2407,直例,澄,開,三,祭B,去,去十三祭,去八霽,dried,drjejH,
16355,𩻼,drièi,彘,2407,直例,澄,開,三,祭B,去,去十三祭,去八霽,dried,drjejH,
16356,例,lièi,列,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16357,厲,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16358,礪,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16359,勵,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16360,禲,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16361,癘,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16362,㾐,lièi,列,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16363,鮤,lièi,列,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16364,濿,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16365,砅,lièi,砅,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16366,蠣,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16367,蠇,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16368,櫔,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16369,𩧃,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16370,䮋,lièi,列,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16371,䅀,lièi,列,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16372,𥣭,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16373,𧸱,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16374,糲,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16375,巁,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16376,犡,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16377,栵,lièi,列,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16378,𢂥,lièi,列,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16379,𢤆,lièi,萬,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16380,洌,lièi,列,2408,力制,來,開,三,祭A,去,去十三祭,去八霽,lied,ljiejH,
16381,憩,khrièi,憩,2409,去例,溪,開,三,祭B,去,去十三祭,去八霽,khied,khjejH,
16382,𡳅,khrièi,旡,2409,去例,溪,開,三,祭B,去,去十三祭,去八霽,khied,khjejH,
16383,䔾,khrièi,曷,2409,去例,溪,開,三,祭B,去,去十三祭,去八霽,khied,khjejH,
16384,愒,khrièi,曷,2409,去例,溪,開,三,祭B,去,去十三祭,去八霽,khied,khjejH,
16385,揭,khrièi,曷,2409,去例,溪,開,三,祭B,去,去十三祭,去八霽,khied,khjejH,
16386,甈,khrièi,臬,2409,去例,溪,開,三,祭B,去,去十三祭,去八霽,khied,khjejH,
16387,丗,shièi,世,2410,舒制,書,開,三,祭A,去,去十三祭,去八霽,sjed,syejH,
16388,勢,shièi,埶,2410,舒制,書,開,三,祭A,去,去十三祭,去八霽,sjed,syejH,
16389,貰,shièi,世,2410,舒制,書,開,三,祭A,去,去十三祭,去八霽,sjed,syejH,
16390,猘,krièi,制,2411,居例,見,開,三,祭B,去,去十三祭,去八霽,kied,kjejH,
16391,𦇧,krièi,罽,2411,居例,見,開,三,祭B,去,去十三祭,去八霽,kied,kjejH,
16392,罽,krièi,罽,2411,居例,見,開,三,祭B,去,去十三祭,去八霽,kied,kjejH,
16393,𣯅,krièi,罽,2411,居例,見,開,三,祭B,去,去十三祭,去八霽,kied,kjejH,
16394,瀱,krièi,罽,2411,居例,見,開,三,祭B,去,去十三祭,去八霽,kied,kjejH,
16395,訐,krièi,干,2411,居例,見,開,三,祭B,去,去十三祭,去八霽,kied,kjejH,
16396,彐,krièi,彗,2411,居例,見,開,三,祭B,去,去十三祭,去八霽,kied,kjejH,
16397,蘮,krièi,罽,2411,居例,見,開,三,祭B,去,去十三祭,去八霽,kied,kjejH,
16398,㿃,trièi,帶,2412,竹例,知,開,三,祭B,去,去十三祭,去八霽,tried,trjejH,
16399,偈,grièi,曷,2413,其憩,群,開,三,祭B,去,去十三祭,去八霽,gied,gjejH,
16400,啜,dyèi,叕,2414,甞芮,常,合,三,祭A,去,去十三祭,去八霽,zjyed,dzywejH,
16401,跇,thrièi,世,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16402,𧼪,thrièi,丯,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16403,傺,thrièi,祭,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16404,𢘽,thrièi,曳,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16405,慸,thrièi,帶,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16406,㑜,thrièi,折,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16407,䀸,thrièi,折,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16408,䚢,thrièi,世,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16409,揥,thrièi,帝,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16410,䟷,thrièi,折,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16411,𨂰,thrièi,丯,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16412,𥉻,thrièi,祭,2415,丑例,徹,開,三,祭B,去,去十三祭,去八霽,thried,trhjejH,
16413,𨮱,dryèi,古,2416,除芮,澄,合,三,祭B,去,去十三祭,去八霽,dryed,drjwejH,
16414,㓷,ŋrièi,臬,2417,牛例,疑,開,三,祭B,去,去十三祭,去八霽,ngied,ngjejH,
16415,蕝,cyèi,絕,2418,子芮,精,合,三,祭A,去,去十三祭,去八霽,cyed,tsjwejH,
16416,𧑎,cyèi,出,2418,子芮,精,合,三,祭A,去,去十三祭,去八霽,cyed,tsjwejH,
16417,㨹,cyèi,彗,2418,子芮,精,合,三,祭A,去,去十三祭,去八霽,cyed,tsjwejH,
16418,潎,phièi,敝,2419,匹蔽,滂,開,三,祭A,去,去十三祭,去八霽,phjed,phjiejH,
16419,𥏙,khyòi,卷,2420,丘吠,溪,合,三,廢,去,去二十廢,去十一隊,khyad,khjwojH,
16420,䂕,qhyòi,彖,2421,呼吠？,曉,合,三,廢,去,去二十廢,去十一隊,hyad,xjwojH,
16421,泰,thài,泰,2422,他蓋,透,開,一,泰,去,去十四泰,去九泰,thad,thajH,
16422,忕,thài,大,2422,他蓋,透,開,一,泰,去,去十四泰,去九泰,thad,thajH,
16423,太,thài,大,2422,他蓋,透,開,一,泰,去,去十四泰,去九泰,thad,thajH,
16424,汰,thài,大,2422,他蓋,透,開,一,泰,去,去十四泰,去九泰,thad,thajH,
16425,蓋,kài,蓋,2423,古太,見,開,一,泰,去,去十四泰,去九泰,kad,kajH,
16426,匃,kài,丐,2423,古太,見,開,一,泰,去,去十四泰,去九泰,kad,kajH,
16427,丐,kài,丐,2423,古太,見,開,一,泰,去,去十四泰,去九泰,kad,kajH,
16428,艾,ŋài,乂,2424,五蓋,疑,開,一,泰,去,去十四泰,去九泰,ngad,ngajH,
16429,𧰿,ŋài,乂,2424,五蓋,疑,開,一,泰,去,去十四泰,去九泰,ngad,ngajH,
16430,鴱,ŋài,乂,2424,五蓋,疑,開,一,泰,去,去十四泰,去九泰,ngad,ngajH,
16431,藹,qài,曷,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16432,壒,qài,蓋,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16433,馤,qài,曷,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16434,靄,qài,曷,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16435,𣋞,qài,蓋,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16436,䔽,qài,曷,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16437,𣩱,qài,蓋,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16438,𢣏,qài,蓋,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16439,𪕭,qài,曷,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16440,曖,qài,愛,2425,於蓋,影,開,一,泰,去,去十四泰,去九泰,qad,'ajH,
16441,柰,nài,奈,2426,奴帶,泥,開,一,泰,去,去十四泰,去九泰,nad,najH,
16442,奈,nài,奈,2426,奴帶,泥,開,一,泰,去,去十四泰,去九泰,nad,najH,
16443,㲡,nài,奈,2426,奴帶,泥,開,一,泰,去,去十四泰,去九泰,nad,najH,
16444,𩹟,nài,奈,2426,奴帶,泥,開,一,泰,去,去十四泰,去九泰,nad,najH,
16445,渿,nài,奈,2426,奴帶,泥,開,一,泰,去,去十四泰,去九泰,nad,najH,
16446,大,dài,大,2427,徒蓋,定,開,一,泰,去,去十四泰,去九泰,dad,dajH,
16447,汏,dài,大,2427,徒蓋,定,開,一,泰,去,去十四泰,去九泰,dad,dajH,
16448,軑,dài,大,2427,徒蓋,定,開,一,泰,去,去十四泰,去九泰,dad,dajH,
16449,釱,dài,大,2427,徒蓋,定,開,一,泰,去,去十四泰,去九泰,dad,dajH,
16450,䲦,dài,大,2427,徒蓋,定,開,一,泰,去,去十四泰,去九泰,dad,dajH,
16451,𪐝,dài,大,2427,徒蓋,定,開,一,泰,去,去十四泰,去九泰,dad,dajH,
16452,忕,dài,大,2427,徒蓋,定,開,一,泰,去,去十四泰,去九泰,dad,dajH,
16453,㐲,dài,大,2427,徒蓋,定,開,一,泰,去,去十四泰,去九泰,dad,dajH,
16454,害,xài,害,2428,胡蓋,匣,開,一,泰,去,去十四泰,去九泰,ghad,hajH,
16455,夆,xài,丰,2428,胡蓋,匣,開,一,泰,去,去十四泰,去九泰,ghad,hajH,
16456,妎,xài,介,2428,胡蓋,匣,開,一,泰,去,去十四泰,去九泰,ghad,hajH,
16457,𢞐,xài,害,2428,胡蓋,匣,開,一,泰,去,去十四泰,去九泰,ghad,hajH,
16458,帶,tài,帶,2429,當蓋,端,開,一,泰,去,去十四泰,去九泰,tad,tajH,
16459,跢,tài,多,2429,當蓋,端,開,一,泰,去,去十四泰,去九泰,tad,tajH,
16460,㿃,tài,帶,2429,當蓋,端,開,一,泰,去,去十四泰,去九泰,tad,tajH,
16461,蹛,tài,帶,2429,當蓋,端,開,一,泰,去,去十四泰,去九泰,tad,tajH,
16462,𢄔,tài,帶,2429,當蓋,端,開,一,泰,去,去十四泰,去九泰,tad,tajH,
16463,艜,tài,帶,2429,當蓋,端,開,一,泰,去,去十四泰,去九泰,tad,tajH,
16464,摕,tài,帶,2429,當蓋,端,開,一,泰,去,去十四泰,去九泰,tad,tajH,
16465,貝,pài,貝,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16466,沛,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16467,𨙶,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16468,鋇,pài,貝,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16469,芾,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16470,䟺,pài,貝,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16471,狽,pài,貝,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16472,㸬,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16473,伂,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16474,䰽,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16475,茷,pài,伐,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16476,𣬪,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16477,𥄔,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16478,𢂏,pài,巿,2430,愽蓋,幫,開,一,泰,去,去十四泰,去九泰,pad,pajH,
16479,霈,phài,巿,2431,普蓋,滂,開,一,泰,去,去十四泰,去九泰,phad,phajH,
16480,浿,phài,貝,2431,普蓋,滂,開,一,泰,去,去十四泰,去九泰,phad,phajH,
16481,沛,phài,巿,2431,普蓋,滂,開,一,泰,去,去十四泰,去九泰,phad,phajH,
16482,𥄔,phài,巿,2431,普蓋,滂,開,一,泰,去,去十四泰,去九泰,phad,phajH,
16483,㤄,phài,巿,2431,普蓋,滂,開,一,泰,去,去十四泰,去九泰,phad,phajH,
16484,會,xuài,會,2432,黃外,匣,合,一,泰,去,去十四泰,去九泰,ghuad,hwajH,
16485,䢈,xuài,會,2432,黃外,匣,合,一,泰,去,去十四泰,去九泰,ghuad,hwajH,
16486,𨘇,xuài,舝,2432,黃外,匣,合,一,泰,去,去十四泰,去九泰,ghuad,hwajH,
16487,禬,xuài,會,2432,黃外,匣,合,一,泰,去,去十四泰,去九泰,ghuad,hwajH,
16488,繪,xuài,會,2432,黃外,匣,合,一,泰,去,去十四泰,去九泰,ghuad,hwajH,
16489,兊,duài,兌,2433,杜外,定,合,一,泰,去,去十四泰,去九泰,duad,dwajH,
16490,𩊭,duài,兌,2433,杜外,定,合,一,泰,去,去十四泰,去九泰,duad,dwajH,
16491,綐,duài,兌,2433,杜外,定,合,一,泰,去,去十四泰,去九泰,duad,dwajH,
16492,銳,duài,兌,2433,杜外,定,合,一,泰,去,去十四泰,去九泰,duad,dwajH,
16493,㟋,duài,兌,2433,杜外,定,合,一,泰,去,去十四泰,去九泰,duad,dwajH,
16494,儈,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16495,膾,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16496,鱠,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16497,襘,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16498,禬,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16499,檜,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16500,旝,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16501,巜,kuài,巜,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16502,澮,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16503,鄶,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16504,廥,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16505,䯤,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16506,鬠,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16507,劊,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16508,會,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16509,䐴,kuài,旡,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16510,𢶒,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16511,獪,kuài,會,2434,古外,見,合,一,泰,去,去十四泰,去九泰,kuad,kwajH,
16512,最,cuài,取,2435,祖外,精,合,一,泰,去,去十四泰,去九泰,cuad,tswajH,
16513,𢃒,cuài,卒,2435,祖外,精,合,一,泰,去,去十四泰,去九泰,cuad,tswajH,
16514,𧎹,cuài,奈,2435,祖外,精,合,一,泰,去,去十四泰,去九泰,cuad,tswajH,
16515,𧬨,qhuài,歲,2436,呼會,曉,合,一,泰,去,去十四泰,去九泰,huad,xwajH,
16516,噦,qhuài,歲,2436,呼會,曉,合,一,泰,去,去十四泰,去九泰,huad,xwajH,
16517,翽,qhuài,歲,2436,呼會,曉,合,一,泰,去,去十四泰,去九泰,huad,xwajH,
16518,鐬,qhuài,歲,2436,呼會,曉,合,一,泰,去,去十四泰,去九泰,huad,xwajH,
16519,渙,qhuài,奐,2436,呼會,曉,合,一,泰,去,去十四泰,去九泰,huad,xwajH,
16520,濊,qhuài,歲,2436,呼會,曉,合,一,泰,去,去十四泰,去九泰,huad,xwajH,
16521,𥢶,khuài,會,2437,苦會,溪,合,一,泰,去,去十四泰,去九泰,khuad,khwajH,
16522,酹,luài,寽,2438,郎外,來,合,一,泰,去,去十四泰,去九泰,luad,lwajH,
16523,頪,luài,頪,2438,郎外,來,合,一,泰,去,去十四泰,去九泰,luad,lwajH,
16524,㲕,luài,寽,2438,郎外,來,合,一,泰,去,去十四泰,去九泰,luad,lwajH,
16525,䬽,luài,兌,2438,郎外,來,合,一,泰,去,去十四泰,去九泰,luad,lwajH,
16526,㱻,luài,𣎆,2438,郎外,來,合,一,泰,去,去十四泰,去九泰,luad,lwajH,
16527,外,ŋuài,外,2439,五會,疑,合,一,泰,去,去十四泰,去九泰,nguad,ngwajH,
16528,祋,tuài,殳,2440,丁外,端,合,一,泰,去,去十四泰,去九泰,tuad,twajH,
16529,懀,quài,會,2441,烏外,影,合,一,泰,去,去十四泰,去九泰,quad,'wajH,
16530,濊,quài,歲,2441,烏外,影,合,一,泰,去,去十四泰,去九泰,quad,'wajH,
16531,薈,quài,會,2441,烏外,影,合,一,泰,去,去十四泰,去九泰,quad,'wajH,
16532,嬒,quài,會,2441,烏外,影,合,一,泰,去,去十四泰,去九泰,quad,'wajH,
16533,䶐,quài,會,2441,烏外,影,合,一,泰,去,去十四泰,去九泰,quad,'wajH,
16534,瞺,quài,會,2441,烏外,影,合,一,泰,去,去十四泰,去九泰,quad,'wajH,
16535,䵳,quài,會,2441,烏外,影,合,一,泰,去,去十四泰,去九泰,quad,'wajH,
16536,蕞,dzuài,取,2442,才外,從,合,一,泰,去,去十四泰,去九泰,zuad,dzwajH,
